# Sheet: Sheet1
Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Assistance_Type_Normalized,Category
KRISTINE-LEON,2024,4A,Cavite,MARAGONDON,109,387,5,,,,,,,,,,
FABIAN,2021,4A,Batangas,MATAAS NA KAHOY,2,5,1,,,,0,2,2,,,,
KRISTINE-LEON,2024,4A,Batangas,MATAAS NA KAHOY,190,498,9,,,,26,573,599,,,,
KRISTINE-LEON,2024,4A,Quezon,MAUBAN,1716,5910,29,,,,33,347,380,2534,1503812.18,,
KRISTINE-LEON,2024,4A,Cavite,MENDEZ,249,1245,20,,,,95,148,243,,,,
KRISTINE-LEON,2024,4A,Rizal,MONTALBAN,1309,5275,8,,,,,,,0,375524.7,,
FABIAN,2021,4A,Rizal,MORONG,5,33,2,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,MORONG,232,834,8,,,,,,,,,,
KRISTINE-LEON,2024,4A,Quezon,MULANAY,4815,15220,29,,,,18,230,248,1610,1100996.7,,
KRISTINE-LEON,2024,4A,Laguna,NAGCARLAN,1135,3855,31,,,,20,1386,1406,0,320464,,
FABIAN,2021,4A,Cavite,NAIC,129,481,4,,,,3,4,7,,,,
KRISTINE-LEON,2024,4A,Cavite,NAIC,1145,3706,22,,,,13,35,48,620,681740.44,,
FABIAN,2021,4A,Batangas,NASUGBU,147,551,11,,,,0,2,2,0,94395.85,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4A,Batangas,NASUGBU,256,913,15,,,,1,0,1,,,,
KRISTINE-LEON,2024,4A,Batangas,NASUGBU,13128,60388,41,,,,119,3175,3294,590,1375668.8,,
FABIAN,2021,4A,Batangas,NO BREAKDOWN,,,,,,,,,,0,631532.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4A,Rizal,NO BREAKDOWN,,,,,,,,,,0,100000.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4A,Cavite,NOVELETA,78,296,4,,,,9,33,42,,,,
KRISTINE-LEON,2024,4A,Cavite,NOVELETA,13093,50978,17,,,,0,22,22,3950,2641390.5,,
KRISTINE-LEON,2024,4A,Quezon,PADRE BURGOS,861,3034,14,,,,8,70,78,861,547077.99,,
KRISTINE-LEON,2024,4A,Batangas,PADRE GARCIA,160,718,8,,,,0,0,0,,,,
FABIAN,2021,4A,Laguna,PAETE,2,8,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,PAETE,144,478,6,,,,1,3,4,0,71000,,
KRISTINE-LEON,2024,4A,Quezon,PAGBILAO,2581,10054,16,,,,0,5,5,2359,1634137.93,,
KRISTINE-LEON,2024,4A,Laguna,PAGSANJAN,3374,14510,16,,,,3,310,313,0,338282,,
KRISTINE-LEON,2024,4A,Laguna,PAKIL,86,281,7,,,,14,155,169,0,53618,,
KRISTINE-LEON,2024,4A,Laguna,PANGIL,221,696,7,,,,0,3,3,,,,
KRISTINE-LEON,2024,4A,Quezon,PANUKULAN,1500,4917,13,,,,0,1,1,0,117443,,
KRISTINE-LEON,2024,4A,Quezon,PATNANUNGAN,166,598,3,,,,,,,,,,
KRISTINE-LEON,2024,4A,Quezon,PEREZ,725,2031,13,,,,2,23,25,500,294605,,
KRISTINE-LEON,2024,4A,Laguna,PILA,405,1338,17,,,,2,33,35,0,3300,,
KRISTINE-LEON,2024,4A,Rizal,PILILLA,191,620,7,,,,,,,,,,
KRISTINE-LEON,2024,4A,Quezon,PITOGO,1106,3314,36,,,,1,161,162,1422,862523.34,,
KRISTINE-LEON,2024,4A,Quezon,PLARIDEL,78,308,6,,,,0,13,13,,,,
KRISTINE-LEON,2024,4A,Quezon,POLILLO,4156,23719,20,,,,0,34,34,618,435974.28,,
KRISTINE-LEON,2024,4A,Quezon,QUEZON CITY,306,837,14,,,,1,9,10,18800,12382822.66,,
KRISTINE-LEON,2024,4A,Quezon,REAL,711,2411,11,,,,16,406,422,0,35376,,
KRISTINE-LEON,2024,4A,Laguna,RIZAL,35,147,3,,,,1,9,10,,,,
FABIAN,2021,4A,Rizal,RODRIGUEZ,1477,6068,5,,,,,,,0,1226761,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4A,Rizal,RODRIGUEZ,110,303,1,,,,,,,,,,
FABIAN,2021,4A,Cavite,ROSARIO,42,212,2,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,ROSARIO,1112,3755,36,,,,0,628,628,0,179750,,
KRISTINE-LEON,2024,4A,Cavite,ROSARIO,851,3957,6,,,,43,197,240,500,365045,,
KRISTINE-LEON,2024,4A,Quezon,SAMPALOC,151,335,12,,,,0,45,45,,,,
KRISTINE-LEON,2024,4A,Quezon,SAN ANDRES,227,800,5,,,,0,4,4,143,90414.61,,
KRISTINE-LEON,2024,4A,Quezon,SAN ANTONIO,518,2297,19,,,,,,,,,,
KRISTINE-LEON,2024,4A,Quezon,SAN FRANCISCO,1402,4999,14,,,,4,31,35,500,352780,,
FABIAN,2021,4A,Batangas,SAN JOSE,5,15,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,SAN JOSE,214,934,18,,,,1,113,114,0,21500,,
KRISTINE-LEON,2024,4A,Batangas,SAN JUAN CITY,134,463,11,,,,0,0,0,,,,
FABIAN,2021,4A,Batangas,SAN LUIS,23,93,7,0,1,0,2,21,23,,,,
KRISTINE-LEON,2024,4A,Batangas,SAN LUIS,2429,11256,26,,,,306,1934,2240,880,760495,,
FABIAN,2021,4A,Rizal,SAN MATEO,2368,6976,8,,,,,,,0,396800,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4A,Rizal,SAN MATEO,219,830,3,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,SAN MATEO,998,4002,9,,,,,,,1500,1038783,,
KRISTINE-LEON,2024,4A,Quezon,SAN NARCISO,1256,4110,15,,,,2,6,8,1756,1238837.76,,
FABIAN,2021,4A,Batangas,SAN NICOLAS,12,52,3,,,,11,1,12,,,,
KRISTINE-LEON,2024,4A,Batangas,SAN NICOLAS,1081,4548,16,,,,136,1163,1299,2229,2087970.92,,
KRISTINE-LEON,2024,4A,Laguna,SAN PABLO CITY,175,704,13,,,,,,,0,77331,,
KRISTINE-LEON,2024,4A,Batangas,SAN PACUAL,142,475,8,,,,31,58,89,500,365045,,
FABIAN,2021,4A,Laguna,SAN PEDRO,7,37,2,,,,,,,,,,
GORING-HANNA-INENG,2023,4A,Laguna,SAN PEDRO,7,20,2,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,SAN PEDRO CITY,11771,57887,12,,,,,,,0,626376,,
FABIAN,2021,4A,Laguna,SANTA CRUZ,78,392,4,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,SANTA CRUZ,12916,83417,23,,,,35,315,350,1694,1600563.15,,
KRISTINE-LEON,2024,4A,Laguna,SANTA MARIA,1287,3565,18,,,,5,42,47,,,,
KRISTINE-LEON,2024,4A,Laguna,SANTA ROSA CITY,33018,149376,18,,,,60,185,245,3002,2122130,,
KRISTINE-LEON,2024,4A,Batangas,SANTA TERESITA,52,214,7,,,,71,293,364,130,819324,,
KRISTINE-LEON,2024,4A,Batangas,SANTO TOMAS CITY,7420,31634,30,,,,0,0,0,,,,
KRISTINE-LEON,2024,4A,Quezon,SARIAYA,782,2880,36,,,,20,431,451,1700,1183642,,
FABIAN,2021,4A,Cavite,SILANG,25,101,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,SILANG,1964,9418,40,,,,11,47,58,500,325516,,
KRISTINE-LEON,2024,4A,Laguna,SINILOAN,4075,15064,15,,,,1,43,44,,,,
FABIAN,2021,4A,Batangas,TAAL,53,248,12,,,,2,47,49,,,,
KRISTINE-LEON,2024,4A,Batangas,TAAL,4769,20948,42,,,,72,4031,4103,0,99350,,
GORING-HANNA-INENG,2023,4A,Cavite,TAGAYTAY CITY,6,22,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,TAGAYTAY CITY,388,1420,20,,,,0,569,569,500,291595,,
KRISTINE-LEON,2024,4A,Quezon,TAGKAWAYAN,2937,11637,36,,,,5,78,83,1701,1053095,,
KRISTINE-LEON,2024,4A,Batangas,TALISAY CITY,700,2832,10,,,,176,417,593,7220,6480434.62,,
KRISTINE-LEON,2024,4A,Batangas,TANAUAN CITY,4106,18005,48,,,,148,1679,1827,0,201750,,
FABIAN,2021,4A,Rizal,TANAY,31,31,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,TANAY,413,1556,11,,,,1,0,1,,,,
FABIAN,2021,4A,Cavite,TANZA,175,625,5,,,,23,8,31,,,,
GORING-HANNA-INENG,2023,4A,Cavite,TANZA,36,142,5,,,,,,,0,4480,['FNFI'],
KRISTINE-LEON,2024,4A,Cavite,TANZA,678,2726,24,,,,14,27,41,620,755190.44,,
KRISTINE-LEON,2024,4A,Quezon,TAYABAS CITY,1968,7724,50,,,,24,1570,1594,24,15174.48,,
FABIAN,2021,4A,Batangas,TAYSAN,2,9,2,,,,0,2,2,,,,
KRISTINE-LEON,2024,4A,Batangas,TAYSAN,4,19,4,,,,5,85,90,,,,
FABIAN,2021,4A,Rizal,TAYTAY,238,941,4,,,,,,,0,652870,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4A,Rizal,TAYTAY,28,99,2,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,TAYTAY,796,2268,5,,,,,,,100,648350,,
FABIAN,2021,4A,Rizal,TERESA,5,15,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,TERESA,124,422,7,,,,,,,,,,
FABIAN,2021,4A,Cavite,TERNATE,150,456,7,,,,,,,,,,
GORING-HANNA-INENG,2023,4A,Cavite,TERNATE,121,373,7,,,,,,,0,38720,['FNFI'],
KRISTINE-LEON,2024,4A,Cavite,TERNATE,1780,5921,10,,,,126,490,616,120,390145.44,,
KRISTINE-LEON,2024,4A,Quezon,TIAONG,1481,5796,29,,,,15,871,886,,,,
FABIAN,2021,4A,Batangas,TINGLOY,36,121,3,,,,3,1,4,,,,
KRISTINE-LEON,2024,4A,Batangas,TINGLOY,1661,5011,16,,,,8,143,151,1800,1509977,,
KRISTINE-LEON,2024,4A,Cavite,TRECE MARTIRES CITY,59,262,7,,,,1,8,9,,,,
GORING-HANNA-INENG,2023,4A,Batangas,TUY,1,4,1,,,,0,1,1,,,,
KRISTINE-LEON,2024,4A,Batangas,TUY,1611,6327,21,,,,45,1542,1587,,,,
KRISTINE-LEON,2024,4A,Quezon,UNISAN,622,2051,21,,,,7,67,74,,,,
KRISTINE-LEON,2024,4A,Laguna,VICTORIAS CITY,36,136,3,,,,0,20,20,,,,
FABIAN,2021,4B,Occidental Mindoro,ABRA DE ILOG,146,650,6,,,,6,6,12,239,138140,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,ABRA DE ILOG,248,1091,3,,,,,,,248,208420,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Occidental Mindoro,ABRA DE ILOG,99,404,5,,,,14,67,81,0,25000,['SLEEPING KIT'],['SLEEPING KIT']
KRISTINE-LEON,2024,4B,Palawan,AGUTAYA,23,98,5,,,,0,9,9,,,,
FABIAN,2021,4B,Oriental Mindoro,BACO,933,4665,12,,,,,,,4078,1145194,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,4B,Romblon,BANTON,44,124,4,,,,,,,10,500,['HOT MEAL'],['READY TO EAT FOOD']
KRISTINE-LEON,2024,4B,Marinduque,BOAC,1694,7281,48,,,,,,,65,57843.5,,
KRISTINE-LEON,2024,4B,Marinduque,BUENAVISTA,1671,5522,15,,,,2,11,13,1648,1466555.2,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Oriental Mindoro,BULALACAO,109,414,1,,,,,,,109,96999.1,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Palawan,BUSUANGA,8,36,3,,,,,,,,,,
KRISTINE-LEON,2024,4B,Palawan,BUSUANGA,72,238,5,,,,0,1,1,,,,
KRISTINE-LEON,2024,4B,Palawan,CAGAYANCILLO,27,100,4,,,,,,,27,19985.6,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Romblon,CAJIDIOCAN,738,3677,14,,,,17,291,308,600,533940,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4B,Oriental Mindoro,CALAPAN,3310,12969,28,,,,,,,4664,2345527.8,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SURGICAL MASK']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,4B,Oriental Mindoro,CALAPAN,33,82,3,,,,3,0,3,11,9788.9,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4B,Occidental Mindoro,CALINTAAN,22,86,1,,,,,,,,,,
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,CALINTAAN,23,98,3,,,,4,11,15,124,158550,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'MALONG', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,4B,Occidental Mindoro,CALINTAAN,128,495,3,,,,4,62,66,,,,
GORING-HANNA-INENG,2023,4B,Palawan,CORON,26,91,2,,,,,,,,,,
KRISTINE-LEON,2024,4B,Palawan,CORON,559,1605,8,,,,,,,,,,
GORING-HANNA-INENG,2023,4B,Palawan,CULION,488,2440,3,,,,,,,488,91744,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Palawan,CULION,1,3,1,,,,,,,,,,
GORING-HANNA-INENG,2023,4B,Palawan,CUYO,38,190,1,,,,0,10,10,,,,
KRISTINE-LEON,2024,4B,Palawan,CUYO,23,79,2,,,,,,,,,,
GORING-HANNA-INENG,2023,4B,Palawan,EL NIDO,4,12,1,,,,4,0,4,,,,
KRISTINE-LEON,2024,4B,Romblon,FERROL,2,4,1,,,,,,,,,,
KRISTINE-LEON,2024,4B,Marinduque,GASAN,615,1981,22,,,,0,1,1,,,,
KRISTINE-LEON,2024,4B,Palawan,KALAYAAN,62,406,1,,,,,,,,,,
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,LOOC,13,31,1,,,,,,,,,,
KRISTINE-LEON,2024,4B,Occidental Mindoro,LOOC,115,297,5,,,,,,,,,,
FABIAN,2021,4B,Occidental Mindoro,LUBANG,72,245,4,,,,0,6,6,40,20970,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,4B,Occidental Mindoro,LUBANG,1030,2728,16,,,,6,356,362,1089,860606.9,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Romblon,MAGDIWANG,236,1162,9,,,,0,10,10,240,245812.2,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
FABIAN,2021,4B,Occidental Mindoro,MAGSAYSAY,22,77,2,,,,0,3,3,7,525,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,MAGSAYSAY,104,342,5,,,,,,,,,,
KRISTINE-LEON,2024,4B,Occidental Mindoro,MAGSAYSAY,6,15,2,,,,,,,,,,
KRISTINE-LEON,2024,4B,Palawan,MAGSAYSAY,157,443,2,,,,,,,216,65300,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4B,Occidental Mindoro,MAMBURAO,97,389,6,,,,7,58,65,1152,194368,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,MAMBURAO,357,1778,6,,,,13,18,31,537,356230,"['FAMILY FOOD PACK', 'MEAL']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,4B,Occidental Mindoro,MAMBURAO,38,149,4,,,,,,,,,,
KRISTINE-LEON,2024,4B,Marinduque,MOGPOG,195,685,12,,,,,,,,,,
FABIAN,2021,4B,Oriental Mindoro,NAUJAN,6100,30275,13,,,,18,0,18,9089.89,5940818.3,"['FAMILY FOOD PACK', 'FUEL ASSISTANCE', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,4B,Oriental Mindoro,NAUJAN,877,4102,10,,,,6,229,235,,,,
FABIAN,2021,4B,Occidental Mindoro,NO BREAKDOWN,,,,,,,,,,10560,3833399.4,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MEGAPHONE', 'SURGICAL MASK']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'LOGISTICAL SUPPORT', 'SLEEPING KIT']"
FABIAN,2021,4B,Oriental Mindoro,NO BREAKDOWN,,,,,,,,,,1638,677822.4,"['BLANKET', 'HYGIENE KIT', 'MEGAPHONE', 'SURGICAL MASK']","['HYGIENE KIT', 'LOGISTICAL SUPPORT', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,NO BREAKDOWN,,,,,,,,,,240,919009.8,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'TARPAULIN']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SHELTER KIT']"
KRISTINE-LEON,2024,4B,Romblon,ODIONGAN,45,139,7,,,,,,,,,,
FABIAN,2021,4B,Occidental Mindoro,PALUAN,542,2533,5,,,,,,,400,80000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,PALUAN,196,950,4,,,,,,,,,,
KRISTINE-LEON,2024,4B,Occidental Mindoro,PALUAN,1958,7944,10,,,,0,2,2,522,508259.72,"['FAMILY FOOD PACK', 'FAMILY KIT', 'LAMINATED SACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,4B,Oriental Mindoro,PINAMALAYAN,690,1907,11,,,,,,,,,,
KRISTINE-LEON,2024,4B,Oriental Mindoro,POLA,4025,18196,17,,,,3,54,57,4094,3697051.1,"['FAMILY FOOD PACK', 'FAMILY KIT', 'KITCHEN KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
FABIAN,2021,4B,Oriental Mindoro,PUERTO GALERA,744,3619,10,,,,0,58,58,744,520800,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Oriental Mindoro,PUERTO GALERA,536,2240,13,,,,80,304,384,620,415360,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4B,Occidental Mindoro,RIZAL,1349,6745,4,,,,0,1,1,810,316500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,RIZAL,43,163,7,,,,1,0,1,,,,
KRISTINE-LEON,2024,4B,Occidental Mindoro,RIZAL,113,435,3,,,,27,1,28,,,,
LANNIE,2021,4B,Palawan,RIZAL,75,300,2,,,,,,,,,,
KRISTINE-LEON,2024,4B,Romblon,ROMBLON,8,33,4,,,,,,,,,,
KRISTINE-LEON,2024,4B,Oriental Mindoro,ROXAS CITY,6,21,3,,,,2,3,5,,,,
FABIAN,2021,4B,Occidental Mindoro,SABLAYAN,953,3037,12,,,,5,1,6,1968,902440,"['COMMUNITY KITCHEN', 'FAMILY FOOD PACK']","['FAMILY FOOD PACK', 'KITCHEN KIT']"
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,SABLAYAN,784,2537,12,,,,2,5,7,1081,786798,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Occidental Mindoro,SABLAYAN,321,1054,9,,,,,,,,,,
KRISTINE-LEON,2024,4B,Romblon,SAN AGUSTIN,81,216,11,,,,2,64,66,62,55173.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Romblon,SAN ANDRES,175,659,11,,,,0,83,83,175,155732.5,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Romblon,SAN FERNANDO,92,286,6,,,,0,15,15,79,70302.1,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4B,Occidental Mindoro,SAN JOSE,24,80,2,,,,,,,19,22066,"['POWDERED MILK', 'RICE', 'SARDINES']",['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,SAN JOSE,65,208,5,,,,1,16,17,,,,
KRISTINE-LEON,2024,4B,Occidental Mindoro,SAN JOSE,129,475,8,,,,,,,,,,
KRISTINE-LEON,2024,4B,Romblon,SAN JOSE,5,22,1,,,,,,,,,,
FABIAN,2021,4B,Oriental Mindoro,SAN TEODORO,9,45,1,,,,,,,,,,
KRISTINE-LEON,2024,4B,Oriental Mindoro,SAN TEODORO,30,116,2,,,,,,,,,,
FABIAN,2021,4B,Occidental Mindoro,SANTA CRUZ,12925,64501,11,,,,1,0,1,12880,3766000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4B,Occidental Mindoro,SANTA CRUZ,18,57,2,,,,,,,,,,
KRISTINE-LEON,2024,4B,Marinduque,SANTA CRUZ,4231,9122,55,,,,,,,1700,1512830,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,4B,Oriental Mindoro,SOCORRO,5,16,2,,,,,,,,,,
KRISTINE-LEON,2024,4B,Oriental Mindoro,SOCORRO,2109,7199,20,,,,,,,1600,1412550,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,4B,Palawan,TAYTAY,18,65,2,,,,,,,17,7789.74,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4B,Marinduque,TORRIJOS,2352,7521,24,,,,,,,,,,
KRISTINE-LEON,2024,4B,Oriental Mindoro,VICTORIAS CITY,563,2549,9,,,,4,90,94,658,373777.1,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Masbate,AROROY,2608,11357,39,,,,,,,,,,
KRISTINE-LEON,2024,5,Camarines Sur,BAAO,9919,50420,30,,,,20,407,427,3600,2335905,"['FAMILY FOOD PACK', 'MEDICAL', 'OTHER NON FOOD ITEM', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Albay,BACACAY,3994,15401,47,,,,75,1034,1109,,,,
KRISTINE-LEON,2024,5,Catanduanes,BAGAMANOC,3464,11477,18,1,0,0,7,85,92,2001,1402520,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Camarines Sur,BALATAN,4933,25147,7,,,,0,256,256,,,,
KRISTINE-LEON,2024,5,Masbate,BALENO,1318,6590,24,,,,1,56,57,,,,
KRISTINE-LEON,2024,5,Masbate,BALUD,355,1385,16,,,,0,2,2,,,,
KRISTINE-LEON,2024,5,Catanduanes,BARAS,4217,14646,29,,,,6,70,76,4449,3549502.39,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,BARCELONA,285,1000,19,,,,16,549,565,416,273938.35,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Norte,BASUD,2836,10726,29,,,,106,115,221,1603,1113948.05,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,BATO,13778,65391,33,,,,796,597,1393,11928,10178569.82,"['FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'HYGIENE KIT', 'KITCHEN KIT', 'LAMINATED SACK', 'MEDICAL', 'MODULAR TENT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Catanduanes,BATO,1363,5167,23,,,,18,15,33,,,,
KRISTINE-LEON,2024,5,Masbate,BAUAN,45,164,5,,,,9,33,42,,,,
KRISTINE-LEON,2024,5,Camarines Sur,BOMBON,2867,14363,8,,,,3,0,3,5900,4294600,"['FAMILY FOOD PACK', 'FAMILY KIT', 'KITCHEN KIT']","['FAMILY FOOD PACK', 'KITCHEN KIT', 'OTHERS']"
KRISTINE-LEON,2024,5,Camarines Sur,BUHI,20110,86960,38,,,,809,1800,2609,4500,2799000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,BULA,9953,50769,17,,,,62,17,79,6981,5593383.2,"['FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'MEDICAL', 'OTHER NON FOOD ITEM', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,5,Sorsogon,BULAN,8026,33397,51,,,,,,,5674,3592011.24,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Sorsogon,BULUSAN,83,310,14,,,,11,947,958,286,250744,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,5,Camarines Sur,CABUSAO,8649,42162,9,,,,,,,,,,
KRISTINE-LEON,2024,5,Camarines Sur,CALABANGA,21588,102975,48,,,,3,0,3,5001,3235050,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Albay,CAMALIG,4451,19012,44,,,,9,822,831,5200,3458879,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,CAMALIGAN,7325,25639,13,,,,,,,5951,3848188.5,"['FAMILY FOOD PACK', 'FINANCIAL', 'MEDICAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Camarines Sur,CANAMAN,10390,39413,24,,,,133,1515,1648,10143,6405353.5,"['FAMILY FOOD PACK', 'FINANCIAL', 'MEDICAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
KRISTINE-LEON,2024,5,Camarines Norte,CAPALONGA,8077,40146,22,,,,,,,6000,3749848.3,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,5,Camarines Sur,CARAMOAN,8523,43474,34,,,,2,70,72,3945,2576521.75,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
